T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20160829, 198.78616433834998, 4, 11, 2, 3, 97.06279290828236, 2, 7, 3, 7, 132.5094402077852, 1, 12, 3, 11, 138.81951571146166, 1, 4, 11, 7, 228.56380922947275, 5, 3, 12, 12, 155.0332740019641, 3, 1, 7, 6, 155.20119790179058, 3, 1, 3, 3, 153.68127678384437, 3, 1, 7, 12, 225.96452555251577, 5, 7, 6, 4, 318.81951571146163, 7, 11, 2, 3
20160901, 203.24159464657106, 4, 6, 7, 5, 135.91252625472723, 1, 4, 1, 7, 135.41085075063373, 1, 4, 4,-3, 138.66065399159686, 1, 4, 11, 6, 230.22279445283954, 5,-3, 4, 11,-154.91761392944193,-3, 1, 7, 6, 158.87739739919016,-3, 1, 4, 11, 154.3080559462172,-3, 1, 7, 2, 226.04931491277526, 5, 7, 6, 4, 318.66065399159686, 7, 11, 2, 7
20160905, 208.87590723483402, 4, 6, 1, 5, 184.75228759566377, 4, 5, 4,-3, 139.28583296410977, 1, 4, 11, 12, 138.44883836511704, 1, 4, 11, 6, 232.498090404691, 5,-3, 2, 11,-153.32882920167842,-3, 1, 7, 7, 163.7763039988325,-3, 2, 11, 5, 155.1508645819361,-3, 1,-3,-3, 226.1842560882542, 5, 7, 6, 2, 318.448838365117, 7, 11, 2, 6
20160908, 212.8827010131554, 5, 6, 11, 4, 220.35482541837035, 5, 7, 1, 1, 142.19708004224285, 1, 4, 7, 7, 138.28997664526224, 1, 4, 11, 11, 234.24911726455062, 5,-3, 11, 11,-151.09748035649787,-3, 1, 11, 2, 167.44830799900515,-3, 2, 7, 11, 155.7875959275345,-3, 1,-3, 4, 226.3016175231567, 5, 7, 6, 5, 318.28997664526224, 7, 11, 2, 11
20160912, 217.95348099035658, 5, 7, 12, 7, 269.80482794180506, 6, 1, 11, 7, 146.08567144298706, 1, 4, 12, 1, 138.07816101879533, 1, 4, 5, 2, 236.63922694760052, 5,-3, 6,-3,-147.21025003737444, 1, 1, 1, 12, 172.34118765125018,-3, 2, 4,-3, 156.64171041978898,-3, 1,-3, 6, 226.4791971802195, 5, 7, 6, 11, 318.0781610187953, 7, 11, 1, 4
20160915, 221.56834019958063, 5, 7, 2, 7, 310.54464249169746, 7, 11, 7, 7, 149.00746470993897, 1, 1, 5, 4, 137.91929929895056, 1, 4, 5, 4, 238.47082442093318, 5,-3, 7,-3,-144.26652840440434, 1, 4,-3,-3, 176.0083527532417,-3, 5, 11, 5, 157.2854512109946,-3, 1, 12, 5, 226.62786545750367, 5, 7, 6, 11, 317.9192992989506, 7, 11, 1,-3
20160919, 226.16064089919402, 5, 7, 6, 2, 9.189220555382722, 5, 12, 6, 11, 152.91052236348023,-3, 1, 6, 11, 137.7074836724966, 1, 4, 5, 7, 240.9614962604077, 6, 12, 4, 4,-141.47376648425072, 1, 4, 6, 2, 180.8943612603948, 4, 5,-3, 2, 158.14695158069688,-3, 1, 4, 4, 226.84618579376817, 5,-3,-3,-3, 317.7074836724966, 7, 11, 1, 6
20160922, 229.45001059249228, 5, 3, 4, 4, 52.884674253932, 4, 2, 1, 11, 155.8434348497728, 3, 1, 3, 1, 137.54862195266088, 1, 4, 5, 6, 242.86368778392998, 6, 12, 4, 3, 140.8412021871749, 1, 4, 6, 3, 184.55605899621474, 4, 5, 4, 3, 158.79475873213036, 3, 1, 4, 11, 227.02459249543952, 5, 3, 3, 12, 317.5486219526609, 7, 11, 1, 5
20160926, 233.65147450341203, 5, 3, 5, 7, 107.04863955566164, 2, 3, 3, 4, 159.76162568903163, 3, 1, 4, 3, 137.33680632622017, 1, 4, 5, 5, 245.44247453186117, 6, 12, 5, 4, 142.26747952632232, 1, 4, 7, 3, 189.434352749294, 4, 11, 6, 3, 159.65970815906206, 3, 1, 4, 3, 227.2813869143891, 5, 3, 3, 4, 317.33680632622014, 7, 11, 4, 12
20160929, 236.67841300298454, 5, 3, 6, 3, 144.89202001398837, 1, 4, 3, 2, 162.70608212886012, 3, 2, 11, 7, 137.17794460639416, 1, 4, 2, 4, 247.4065069511236, 6, 12, 11, 2, 144.8948505371396, 1, 4, 3, 2, 193.08993544725345, 4, 11, 3, 4, 160.30861371519234, 3, 2, 2, 11, 227.4877120818666, 5, 3, 3, 2, 317.17794460639414, 7, 11, 4, 3
20161003, 240.56787323260022, 6, 12, 12, 7, 193.14668800691211, 4, 11, 3, 4, 166.6398682307593, 3, 2, 7, 4, 136.96612897996636, 1, 4, 2, 3, 250.06243592667698, 6, 12, 7, 12, 149.963679432118, 1, 1, 11, 7, 197.95961127979498, 4, 11, 1, 3, 161.17302603398514, 3, 2, 5, 11, 227.78040966093494, 5, 3, 3, 11, 316.96612897996636, 7, 11, 4, 7
20161006, 243.38700741165604, 6, 12, 1, 7, 228.71343716595345, 5, 3, 12, 4, 169.59613473150245, 3, 2, 3, 7, 136.80726726015035, 1, 4, 2, 7, 252.08055536691356, 6, 12, 3, 4, 154.54395236259657, 3, 1, 7, 11, 201.60835576900348, 4, 6, 6, 11, 161.8200130296872, 3, 2, 5, 1, 228.01262675967993, 5, 3, 3, 6, 316.80726726015035, 7, 11, 4, 7
20161010, 247.0310399392178, 6, 12, 11, 4, 277.90163832966135, 7, 1, 4, 4, 173.54576061712964, 3, 5, 5, 6, 136.59545163373548, 1, 4, 2, 6, 254.80385915011703, 6, 4, 4, 7, 161.20295123144624, 3, 2, 5, 11, 206.46836084200623, 4, 6, 12, 3, 162.67982099909588, 3, 2, 11, 7, 228.33840765149168, 5, 3, 3, 7, 316.5954516337355, 7, 11, 4, 6
20161013, 249.68767620922586, 6, 12, 7, 3, 318.4838109767316, 7, 11, 2, 6, 176.51393602840244, 3, 5, 6, 7, 136.43658991392886, 1, 4, 2, 11, 256.86912998759203, 6, 4, 2, 7, 166.38109434105706, 3, 2, 7, 12, 210.109389584003, 5, 6, 2, 3, 163.3218000987279, 3, 2, 11, 4, 228.59432174072745, 5, 3, 12, 12, 316.4365899139289, 7, 11, 4, 6
20161017, 253.14083687773933, 6, 12, 3, 7, 18.085550283124782, 5, 4, 5, 2, 180.4794184796122, 4, 5, 3, 4, 136.22477428752663, 1, 4, 2, 2, 259.6510310241919, 6, 4, 11, 4, 173.32690338692757, 3, 2, 1, 4, 214.9584013226194, 5, 7, 7, 11, 164.17282498474194, 3, 2, 6, 7, 228.95016367442963, 5, 3, 12, 11, 316.22477428752666, 7, 11, 4, 11
20161020, 255.67179604720718, 6, 4, 1, 5, 62.80532500060017, 3, 5, 4, 4, 183.45942784075618, 4, 5, 4, 5, 136.06591256773, 1, 4, 1, 3, 261.7571924255875, 6, 4, 6, 11, 178.4935283879403, 3, 5, 7, 3, 218.5905813416135, 5, 7, 4, 1, 164.80661232710224, 3, 2, 6, 4, 229.22744310718113, 5, 3, 12, 3, 316.06591256773004, 7, 11, 4, 11
20161024, 258.97819592895354, 6, 4, 11, 7, 116.94690101896883, 2, 3, 6, 12, 187.4405487450037, 4, 11, 11, 7, 135.85409694134069, 1, 4, 1, 6, 264.5897338021898, 6, 4, 3, 4, 185.27516021572373, 4, 5, 1, 7, 223.42685826173707, 5, 7, 11, 6, 165.64453541720007, 3, 2, 6, 11, 229.6101596369926, 5, 3, 4, 4, 315.8540969413407, 7, 11, 4, 2
20161027, 261.4131546393198, 6, 4, 6, 2, 154.11615526818548, 3, 1, 7, 1, 190.43213919553307, 4, 11, 6, 11, 135.69523522155407, 1, 4, 1, 11, 266.73108797152577, 6, 1, 1, 2, 190.26957367638636, 4, 11, 6, 11, 227.0486786517854, 5, 3, 3, 4, 166.26683217776736, 3, 2, 7, 3, 229.9063619031915, 5, 3, 4, 2, 315.69523522155407, 7, 11, 4, 1
20161031, 264.60828689165464, 6, 4, 3, 4, 201.87731583777975, 4, 6, 7, 7, 194.42844192483994, 4, 11, 3, 7, 135.48341959517768, 1, 4, 4, 12, 269.60700268718233, 6, 1, 11, 6, 196.8072806219502, 4, 11, 4, 7, 231.86988312777459, 5, 3, 1, 6, 167.08716899227113, 3, 2, 7, 5, 230.3126333484566, 5, 3, 4, 11, 315.4834195951777, 7, 11, 4, 4
20161103, 266.9711043263543, 6, 1, 1, 6, 237.52800239777068, 5, 3, 6, 5, 197.43118144679886, 4, 11, 4, 12, 135.32455787540016, 1, 4, 4, 3, 271.7783292636826, 7, 1, 6, 3, 201.62613939286655, 4, 6, 6, 11, 235.47931178848472, 5, 3, 11, 4, 167.69454331450243, 3, 2, 7, 6, 230.62522583951608, 5, 3, 4, 6, 315.32455787540016, 7, 11, 4, 4
20161107, 270.0834953934348, 6, 1, 11, 7, 286.63158687695045, 7, 2, 7, 4, 201.44197124075774, 4, 6, 6, 5, 135.112742249037, 1, 4, 4, 3, 274.69094093850373, 7, 1, 7, 11, 207.95209865527139, 4, 6, 4, 6, 240.2823051988267, 6, 12, 12, 5, 168.49262150955724, 3, 2, 3, 1, 231.05162401591932, 5, 3, 4, 7, 315.112742249037, 7, 11, 12, 3
20161110, 272.39334335673675, 7, 1, 6, 1, 326.74150515868445, 7, 6, 4, 4, 204.45525056283623, 4, 6, 3, 4, 134.95388052926918, 1, 4, 4, 7, 276.88743254452197, 7, 1, 3, 7, 212.6315773366704, 5, 6, 11, 4, 243.87662460578915, 6, 12, 2, 11, 169.0814936616145, 3, 2, 3, 11, 231.3780005635495, 5, 3, 4, 3, 314.9538805292692, 7, 11, 12, 6
20161114, 275.44590509680745, 7, 1, 3, 12, 26.21667304895768, 5, 4, 12, 11, 208.4795993164275, 4, 6, 4, 3, 134.74206490291866, 1, 4, 4, 6, 279.8305813116121, 7, 1, 4, 3, 218.79600602237224, 5, 7, 4, 5, 248.65723356810884, 6, 12, 6, 4, 169.85243593895666, 3, 2, 12, 1, 231.82100845768312, 5, 3, 1, 6, 314.7420649029187, 7, 11, 12, 5
20161117, 277.7181672865845, 7, 1, 12, 3, 71.6283689318244, 3, 11, 7, 1, 211.50263724494047, 5, 6, 11, 11, 134.58320318316115, 1, 4, 4, 6, 282.04779587610756, 7, 2, 11, 11, 223.36841209064912, 5, 7, 11, 6, 252.23285357353734, 6, 12, 3, 2, 170.41906783137802, 3, 2, 12, 3, 232.1585025102006, 5, 3, 1, 4, 314.5832031831612, 7, 11, 12, 4
20161121, 280.7292514549665, 7, 2, 2, 3, 126.29255579651873, 1, 12, 11, 7, 215.5393929978531, 5, 7, 3, 3, 134.37138755682352, 1, 4, 4, 11, 285.01578404020154, 7, 2, 6, 4, 229.39769769355408, 5, 3, 4, 4, 256.9856027582005, 6, 4, 2, 3, 171.15778159778554, 3, 2, 4, 5, 232.61453003307093, 5, 3, 2, 6, 314.37138755682355, 7, 11, 3, 7
20161124, 282.97621430011833, 7, 2, 11, 3, 163.22879884310404, 3, 2, 11, 4, 218.5712453486387, 5, 7, 4, 1, 134.2125258370754, 1, 4, 4, 11, 287.2496101388047, 7, 2, 7, 11, 233.86220118229377, 5, 3, 5, 12, 260.537845300276, 6, 4, 6, 7, 171.69827216287263, 3, 2, 4, 6, 232.96042530196993, 5, 3, 2, 3, 314.2125258370754, 7, 11, 3, 7
20161128, 285.96041426884995, 7, 2, 7, 7, 210.72628648018994, 5, 6, 5, 6, 222.61904663554694, 5, 7, 5, 12, 134.00071021075073, 1, 4, 4, 5, 290.2371629810973, 7, 2, 12, 7, 239.71018008275624, 5, 3, 7, 11, 265.25564705906834, 6, 4, 3, 11, 172.39944823242448, 3, 2, 4, 3, 233.4258221987763, 5, 3, 5, 11, 314.00071021075075, 7, 11, 3, 6
20161201, 288.19178851536844, 7, 2, 3, 4, 246.6286983481273, 6, 12, 11, 3, 225.65861882647616, 5, 7, 6, 3, 133.84184849101197, 1, 4, 4, 2, 292.4837950106772, 7, 2, 4, 3, 243.97908483959205, 6, 12, 2, 11, 268.77849276315726, 6, 1, 5, 7, 172.90973662817035, 3, 2, 1, 6, 233.7773615552401, 5, 3, 5, 3, 313.841848491012, 7, 11, 3, 11
20161205, 291.1605426056378, 7, 2, 4, 5, 296.1289551811579, 7, 5, 6, 6, 229.71591388144606, 5, 3, 4, 1, 133.63003286470055, 1, 4, 4, 4, 295.4860328569973, 7, 5, 11, 4, 249.4117170819285, 6, 12, 7, 7, 273.4522757772722, 7, 1, 7, 3, 173.5678599440708, 3, 5, 5, 6, 234.24842847034486, 5, 3, 11, 11, 313.6300328647005, 7, 11, 3, 11
20161208, 293.3838559226165, 7, 5, 5, 11, 335.91611668150057, 6, 7, 3, 4, 232.7619771119463, 5, 3, 2, 7, 133.4711711449715, 1, 4, 4, 4, 297.74195339061987, 7, 5, 6, 11, 253.16953648540223, 6, 12, 3, 7, 276.93805509331264, 7, 1, 3, 7, 174.0437391088587, 3, 5, 5, 1, 234.60282180977302, 5, 3, 11, 6, 313.47117114497155, 7, 11, 3, 2
20161212, 296.3459036281405, 7, 5, 6, 6, 34.36362465736049, 4, 1, 7, 2, 236.82704773286477, 5, 3, 6, 3, 133.25935551867332, 1, 12, 3, 7, 300.7543717312635, 7, 5, 3, 1, 257.4583628810704, 6, 4, 5, 11, 281.5563023797594, 7, 2, 5, 3, 174.65311527729517, 3, 5, 11, 6, 235.07582042353332, 5, 3, 11, 3, 313.25935551867326, 7, 11, 3, 1
20161215, 298.56680028276634, 7, 5, 7, 12, 79.62225809486668, 3, 11, 5, 3, 239.87825853114424, 5, 3, 7, 6, 133.10049379895395, 1, 12, 3, 7, 303.0163388786469, 7, 5, 4, 4, 259.8120132361196, 6, 4, 11, 1, 284.9953031745345, 7, 2, 6, 4, 175.09025901716828, 3, 5, 11, 3, 235.43025215653032, 5, 3, 11, 4, 313.100493798954, 7, 11, 3, 4
20161219, 301.52853587033286, 7, 5, 3, 6, 134.80949602010642, 1, 4, 4, 7, 243.94924821260432, 6, 12, 2, 11, 132.8886781726684, 1, 12, 3, 6, 306.03479393521184, 7, 5, 2, 7, 261.13962902975425, 6, 4, 6, 4, 289.54345258502366, 7, 2, 3, 7, 175.6450613666484, 3, 5, 11, 4, 235.9014152366106, 5, 3, 11, 2, 312.8886781726684, 7, 11, 3, 12
20161222, 303.7510141005864, 7, 5, 4, 11, 171.88701256345246,-3, 2, 4, 7, 247.00417098277782, 6, 12, 11, 4, 132.72981645295872, 1, 12,-3, 11, 308.29983196517657, 7, 11, 11, 1,-260.3054721574067, 6, 4, 6, 6, 292.92340064179245, 7, 2, 1, 6, 176.03906887037112,-3, 5, 11, 5, 236.25305201490804, 5,-3, 6, 6, 312.72981645295874, 7, 11,-3,-3
20161226, 306.7167748445556, 7, 11, 11, 11, 219.36808097971243, 5, 7, 4, 6, 251.07911673081776, 6, 12, 7, 11, 132.51800082668575, 1, 12,-3, 11, 311.32052964304455, 7, 11, 7, 4,-256.5958169678776, 6, 4, 2, 6, 297.3830362770541, 7, 5, 6, 2, 176.53341170477097,-3, 5, 6, 7, 236.71859416727193, 5,-3, 6,-3, 312.51800082668575, 7, 11, 7, 6
20161229, 308.9433872684431, 7, 11, 6, 7, 255.63524447360373, 6, 4, 1, 2, 254.13624879107817, 6, 4, 4, 11, 132.3591391069861, 1, 12,-3, 2, 313.5859215082167, 7, 11,-3, 5,-252.60646662816492, 6, 12,-3, 11, 300.68838301461886, 7, 5,-3, 4, 176.87987407569136,-3, 5, 6,-3, 237.06459341790327, 5,-3, 6, 4, 312.3591391069861, 7, 11, 7, 6
20170102, 311.8990400848562, 7, 11, 7, 5, 306.0750414688191, 7, 5, 2, 7, 258.19644918890833, 6, 4, 11, 11, 132.13065681405942, 1, 12,-3, 4, 316.5887414867765, 7, 11, 4, 6,-247.72961083548535, 6, 12, 6, 6, 305.0194440650994, 7, 5, 1, 11, 177.2912519687233,-3, 5, 6, 1, 237.50405662069355, 5,-3, 6, 2, 312.1306568140594, 7, 11, 7, 11
20170105, 314.1310775165506, 7, 11,-3, 6, 346.09828464853933, 6, 7, 6, 1, 261.25424766858066, 6, 4, 6, 4, 131.9717950943698, 1, 12,-3, 4, 318.85202222680033, 7, 11, 2,-3,-245.53282970976497, 6, 12, 5, 2, 308.23036436729416, 7, 11, 11, 4, 177.5858458941911,-3, 5, 6, 5, 237.8415764443033, 5,-3, 6, 11, 311.97179509436984, 7, 11, 7, 11
20170109, 317.11092793469163, 7, 11, 4, 3, 43.34708053542465, 4, 2, 11, 4, 265.3309662818064, 6, 4, 3, 11, 131.75997946812268, 1, 12, 3, 12, 321.8671760218325, 7, 6, 7, 7, 244.91245146604177, 6, 12, 5, 11, 312.4362149712156, 7, 11, 7, 6, 177.9419460306801, 3, 5, 7, 7, 238.28451110359188, 5, 3, 7, 3, 311.75997946812265, 7, 11, 7, 2
20170112, 319.34860215129993, 7, 11, 5, 11, 87.55249784479241, 3, 6, 4, 11, 268.3878761503225, 6, 1, 2, 4, 131.6011177484421, 1, 12, 3, 3, 324.1261263092953, 7, 6, 3, 3, 245.90795264275502, 6, 12, 11, 6, 315.5271744361254, 7, 11, 4, 4, 178.18055984661558, 3, 5, 7, 7, 238.61072209378253, 5, 3, 7, 12, 311.60111774844216, 7, 11, 7, 1
20170116, 322.3356431165632, 7, 6, 7, 3, 142.62432379369193, 1, 4, 7, 12, 272.46237925621284, 7, 1, 6, 1, 131.38930212220825, 1, 12, 7, 6, 327.13414849400215, 7, 6, 4, 2, 248.6341860614448, 6, 12, 6, 4, 319.5523110578302, 7, 11, 5, 7, 178.45945416960708, 3, 5, 7, 3, 239.03670437302392, 5, 3, 7, 1, 311.3893021222083, 7, 11, 7, 4
20170119, 324.57827925150326, 7, 6, 3, 4, 179.9643659119667, 3, 5, 7, 6, 275.516861696571, 7, 1, 3, 4, 131.2304404025374, 1, 12, 7, 6, 329.38678782712105, 7, 6, 1, 4, 251.41931862528065, 6, 12, 7, 6, 322.4900053300866, 7, 6, 7, 12, 178.6383509753515, 3, 5, 7, 12, 239.34880393103404, 5, 3, 7, 5, 311.2304404025374, 7, 11, 7, 4
20170123, 327.5711240457101, 7, 6, 4, 11, 227.57448199603246, 5, 3, 3, 2, 279.5871226029495, 7, 1, 4, 3, 131.01862477631613, 1, 12, 7, 11, 332.38519322096437, 6, 6, 11, 3, 255.80464150695497, 6, 4, 1, 6, 326.28343031872436, 7, 6, 12, 6, 178.83540671105285, 3, 5, 7, 4, 239.75412347147466, 5, 3, 7, 6, 311.01862477631613, 7, 11, 7, 3
20170126, 329.817368365373, 7, 6, 2, 6, 264.16844612045134, 6, 4, 3, 3, 282.6376829259206, 7, 2, 11, 7, 130.8597630566556, 1, 12, 7, 11, 334.6297724622623, 6, 7, 7, 2, 259.45738156815906, 6, 4, 11, 4, 329.02383874963016, 7, 6, 1, 6, 178.9514273911851, 3, 5, 7, 4, 240.04935321969324, 6, 12, 12, 4, 310.8597630566556, 7, 11, 7, 3
20170130, 332.8138720962471, 6, 6, 11, 4, 315.9143479341112, 7, 11, 4, 5, 286.70175181615105, 7, 2, 7, 4, 130.64794743044763, 1, 12, 7, 2, 337.61637899362387, 6, 7, 12, 5, 264.682477518078, 6, 4, 3, 4, 332.5177299827416, 6, 6, 11, 12, 179.06293772869893, 3, 5, 7, 1, 240.43037207801385, 6, 12, 12, 11, 310.64794743044763, 7, 11, 7, 7
20170202, 335.06191616279057, 6, 7, 7, 11, 356.85132194604614, 6, 3, 6, 3, 289.74696613384475, 7, 2, 12, 4, 130.48908571079613, 1, 12, 7, 1, 339.85137210489387, 6, 7, 4, 7, 268.8128844880267, 6, 1, 5, 7, 335.00200712554624, 6, 7, 7, 11, 179.11374321808165, 3, 5, 7, 2, 240.7060390076287, 6, 12, 12, 3, 310.48908571079613, 7, 11, 7, 7
20170206, 338.05948424573194,-6, 7, 12, 3, 53.488754547471586, 4, 5, 5, 11, 293.803004434155, 7, 5, 5, 3, 130.27727008460073, 1, 12, 7, 4, 342.82428922983513,-6, 7, 5, 2, 274.55484577900995, 7, 1, 7, 11, 338.10538035576394,-6, 7, 12, 3,-179.1372738257587, 3, 5, 7, 2, 241.05922267543338,-6, 12, 4, 4, 310.2772700846007, 7, 11,-6, 11
20170210, 341.05643310348813,-6, 7, 2, 2, 110.17648001378238, 2, 3, 4, 11, 297.8536820267231, 7, 5,-6, 11, 130.06545445841303, 1, 12, 7, 12, 345.7886428857998,-6, 7,-6, 4, 280.5371750938143, 7, 2, 2, 7, 340.93318261222356,-6, 7, 1, 4,-179.11005781360876, 3, 5, 7, 2, 241.394966020175,-6, 12, 4, 2, 310.06545445841306, 7, 11,-6, 2
20170213, 343.3032127580957,-6, 7, 11,-6, 150.31417919399092, 3, 1, 11, 3, 300.8878560874111, 7, 5, 3, 2, 129.9065927387768, 1, 12, 7, 3, 348.0060001890902,-6, 3, 3,-6, 285.17408607827014, 7, 2,-6, 2, 342.8454527428281,-6, 7, 5, 2,-179.05639142377194, 3, 5, 7, 1, 241.63467940222824,-6, 12, 4, 11, 309.9065927387768, 7, 11,-6, 1
20170216, 345.5488060243691,-6, 7,-6, 3, 187.7221518243934, 4, 11, 11, 3, 303.9185109516628, 7, 5, 4,-6, 129.74773101914536, 1, 12, 7, 3, 350.2180890063067,-6, 3, 4, 11, 289.9395591182876, 7, 2, 12, 2, 344.5542933117537,-6, 7, 11, 1,-178.97442359587353, 3, 5, 7, 4, 241.86353588090304,-6, 12, 4, 11, 309.7477310191454, 7, 11,-6, 4
20170220, 348.54053597102586,-6, 3, 3, 7, 235.45229117768966, 5, 3, 11, 4, 307.9535701970067, 7, 11, 11, 4, 129.53591539297582, 1, 12, 7, 7, 353.15905739306226,-6, 3, 2, 4, 296.49939328001267, 7, 5,-6, 7, 346.4732722081809,-6, 7,-6, 11,-178.82170236018192, 3, 5, 7, 4, 242.15105308019187,-6, 12, 4,-6, 309.5359153929758, 7, 11,-6, 12
20170223, 350.7821761316182,-6, 3, 4, 7, 272.1939229694261, 7, 1,-6, 4, 310.97526602577346, 7, 11, 7, 3, 129.37705367335343, 1, 12, 7, 7, 355.3582256442514,-6, 3, 11, 12, 301.5807093782516, 7, 5, 3,-6, 347.6078025857335,-6, 3, 3, 2,-178.67524129914162, 3, 5, 7, 4, 242.3529411220394,-6, 12, 4, 7, 309.37705367335343, 7, 11,-6, 3
20170227, 353.76772175086165,-6, 3, 5, 3, 325.1143465385769, 7,-6, 3, 11, 314.9977402749951, 7, 11, 12, 7, 129.16523804719716, 1, 12,-6, 11, 358.28145050653615,-6, 3, 7, 3, 308.5826447226135, 7, 11, 11, 5, 348.66017962690654,-6, 3, 12, 4,-178.43870362008624, 3, 5, 7, 3, 242.60304972567397,-6, 12, 4, 3, 309.1652380471972, 7, 11,-6, 7
20170302, 356.1848617617983,-6, 3,-6,-6, 10.882494730789885, 5, 12, 7, 11, 318.25281683485383, 7, 11, 2, 5, 128.9935350052526, 1, 12,-6, 5, 0.6433663635397286, 5, 12, 12, 7, 314.45634783627213, 7, 11, 12, 12, 349.08587507002295,-6, 3, 12,-6,-178.2136631456629, 3, 5, 7, 7, 242.78924822524496,-6, 12, 4, 3, 308.9935350052526, 7, 11,-6, 7
20170306, 359.16277912280907,-6, 3, 7, 2, 67.76343553053164, 3, 11, 11, 3, 322.26109323747437, 7,-6, 7, 3, 128.78171937910966, 1, 12,-6, 1, 3.5473300746545093, 5, 12, 1, 12, 321.94500679106056, 7,-6, 7, 7,-349.03643148692686,-6, 3, 12,-6,-177.8971389785833, 3, 5, 7, 7, 242.9978430486925,-6, 12,-4, 12, 308.78171937910963, 7, 11,-6,-6
20170309, 1.3933755394977894, 5, 12,-4, 2, 109.1354231668999, 2, 3, 12, 7, 325.26189089040844, 7,-6, 3,-6, 128.62285765950736, 1, 12,-6,-4, 5.718131142430934, 5, 12, 11, 11, 327.722065491239, 7,-6,-4,-6,-348.5641746602549,-6, 3, 12, 12,-177.6332352342128, 3, 5,-6, 11, 243.13857135995943,-6, 12, 1, 11, 308.62285765950736, 7, 11, 11, 5
20170313, 4.363875257961478, 5, 12, 2, 3, 161.51219833676606, 3, 2, 5, 3, 329.2555396127257, 7,-6, 1, 3, 128.41104203337736, 1, 12,-6, 12, 8.602831840303242, 5, 12,-6,-4, 335.57480288415286,-6, 7, 3, 3,-347.359439146615,-6, 3, 3, 1,-177.24881905703452, 3, 5,-6,-4, 243.30470627470368,-6, 12, 1,-6, 308.4110420333774, 7, 11, 11, 2
20170316, 6.5892660048695895, 5, 12, 11, 3, 198.50065734781379,-4, 11, 2,-6, 332.2450984541471,-6,-6, 11, 3, 128.2521803137844, 1, 12,-6, 3, 10.759005240546914, 5, 12, 7, 5, 341.48728353977197,-6, 7, 2, 7,-346.058930493962,-6, 7,-6,-4,-176.9382532879474, 3, 5,-6, 12, 243.41284980770405,-6, 12, 1, 7, 308.2521803137844, 7, 11, 11,-4
20170320, 9.553695010825585, 5, 12, 7, 7, 246.20025776915094,-6, 12, 11, 7, 336.2234668623804,-6, 7, 3, 1, 128.04036468766733, 1, 12,-6, 7, 13.624013006425916, 5,-4,-4,-4, 349.1768789152688,-6, 3, 12, 7,-343.9016219880717,-6, 7, 11, 3,-176.49799084563332, 3, 5,-6, 7, 243.534679483753,-6, 12, 1, 12, 308.04036468766736, 7, 11, 11,-4
20170323, 11.77547525084141, 5, 12, 3, 12, 283.06595547382926, 7, 2, 11, 12, 339.2013866877643,-6, 7,-4, 11, 127.88150296808408, 1, 12,-6, 7, 15.765308136308237, 5,-4, 1, 11, 354.5814747245727,-6, 3, 11,-6,-342.07628347141974,-6, 7, 2, 1,-176.15075754585013, 3, 5,-6,-6, 243.60904449231577,-6, 12, 1,-4, 307.8815029680841, 7, 11, 11, 12
20170327, 14.736803635231134, 5,-4,-4,-6, 337.02033930672974,-6, 7, 3,-6, 343.16406065896393,-6, 7, 11, 11, 127.66968734197965, 1, 12,-6,-6, 18.610380434613724, 5,-4, 11,-6, 0.9354828695097969, 5, 12,-4,-4,-339.5675421987605,-6, 7,-4, 7,-175.66914076571072, 3, 5, 11,-4, 243.68525336623233,-6, 12, 2, 2, 307.6696873419796, 7, 11, 11, 3
20170330, 16.957876537685728, 5,-4, 2, 3, 20.804789599003254, 5,-4,-6, 3, 346.13012041888703,-6, 7,-6, 1, 127.51082562240671, 1, 12, 11, 5, 20.736681255646733, 5,-4,-6, 3, 4.826110611234805, 5, 12, 5, 11,-337.7755785165179,-6, 7, 12,-6,-175.29688349616328, 3, 5, 11, 12, 243.7250758080471,-6, 12, 2, 2, 307.5108256224067, 7, 11, 11, 7
20170403, 19.920940739300768, 5,-4, 11, 2, 78.59950867343694, 3, 11, 2, 7, 350.07692397994816,-6, 3,-4, 5, 127.29900999631519, 1, 12, 11, 2, 23.56174705138669, 5,-4, 7, 11, 8.585268645187636, 5, 12,-6,-4,-335.6983240509751,-6, 7, 3, 3,-174.79029392661718, 3, 5, 11, 7, 243.75496493868587,-6, 12, 2, 2, 307.2990099963152, 7, 11, 11, 7
20170406, 22.145703855663733, 5,-4,-7,-7, 119.23171763975536, 2, 3,-7, 2, 353.03107999309356,-6, 3, 2, 12, 127.14014827675165, 1, 12, 11,-4, 25.673060255235733, 5,-4, 3,-7, 10.227591655977008, 5, 12,-7,-4,-334.4744170975814,-6,-7,-7, 1,-174.40580386580314, 3, 5, 11, 11,-243.75997597270216,-6, 12, 2, 5, 307.1401482767517,-7, 11, 11,-6
